CitizenID,Name,Age,AddressID,TaxID
466079775,Yvette Bowman,24,A848,T745
293989737,Julie Allen,20,A770,T659
739599208,Luis Rogers,21,A416,T056
734964903,Jason Harrell,58,A707,T143
341308046,Brenda Lindsey,64,A222,T146
616540476,Michelle Gibson DVM,79,A776,T220
137802484,Jeremy Herrera,22,A668,T790
109330128,Anthony Combs,69,A305,T280
737446478,Tommy Walker,23,A295,T256
159680115,David Brewer,34,A293,T850
786874774,Jennifer Torres,43,A691,T276
499049933,Jessica Flores,20,A809,T575
557072115,Brittany Knight,73,A151,T377
847944473,Sheri Harris,79,A878,T594
852437640,Eugene Jackson,23,A519,T476
140136675,Tina Tate,19,A607,T282
418873793,Douglas Oneal,20,A223,T451
207705004,Allison Ibarra,55,A023,T063
792035855,Mary Day,64,A510,T792
749317964,Kathryn Tucker,65,A426,T213
465938562,Sara Miller,30,A009,T973
129913105,Heather Dennis,23,A304,T126
930872354,Julian Jenkins,61,A686,T999
409892704,Charles Brewer,31,A037,T381
614196233,Samuel Adams,64,A763,T829
849413214,John Brown,44,A933,T819
634069570,Michael Hamilton,27,A694,T339
192176657,Jessica Keller,64,A616,T494
896366117,Vanessa Trujillo,22,A780,T106
678618334,Emily Bonilla,46,A548,T389
592470434,Eric Jackson,37,A451,T109
172453264,Amanda Lewis,59,A257,T015
984215048,Robert Lyons,23,A567,T889
931426023,Karen Turner,63,A189,T420
568533098,Nicole Kelly,60,A663,T741
609245742,Diana Mills,34,A457,T902
475133497,Patty Decker,31,A321,T283
409229086,Mr. Anthony Dean,27,A097,T991
439559249,Michael Pitts,76,A871,T309
476746390,Lori Adams,72,A649,T071
910088948,Nathan Kelly,59,A513,T826
768716645,Jessica Duncan,43,A188,T712
136258413,Jerry Johnson,35,A148,T354
844515597,Margaret Martin,18,A844,T380
601052164,David Clark,28,A769,T554
775230546,Deborah Jenkins,21,A761,T636
691937387,Donna Wagner,78,A378,T627
709954543,Brian Miller,62,A574,T443
246767646,Frank Cook,63,A069,T290
269991322,Miranda Haynes,62,A867,T240
713128712,Daniel Meyers,40,A830,T512
478447255,Mary Perkins,32,A517,T130
973437778,Anthony Rivera,67,A988,T893
324092805,Amanda Mcmillan,46,A069,T627
648783133,Tyrone Walker,37,A123,T420
796149136,Johnny Ryan,47,A456,T293
478582565,Samantha Sandoval,19,A308,T395
161770750,Stephanie Gomez,64,A709,T955
994859573,Joseph Palmer,27,A543,T396
171119936,Daniel George,35,A077,T932
424839762,William Martin,49,A927,T763
669760096,Patricia Hernandez,59,A052,T911
739983881,Alyssa Taylor,63,A308,T981
831799633,Ashley Mathews,30,A444,T937
331735997,Cassidy Robertson,37,A567,T804
518703717,Matthew May,22,A187,T513
916899797,Tammy Jenkins,78,A064,T219
250739500,April Morrow DDS,40,A216,T948
484375408,Eric Hall,54,A604,T763
447758606,Stanley Scott,24,A109,T643
557532976,Daniel Ramos,76,A985,T250
209799146,Deanna Ruiz,38,A854,T875
995155294,James Hernandez,78,A017,T204
708415446,Zachary Morales,28,A923,T876
363052893,Debra James,29,A650,T305
415833718,Jonathon Reynolds,40,A979,T887
365950363,Katherine Hudson,71,A223,T721
360327001,Karen Hammond,32,A614,T360
381726185,Michael Craig,43,A295,T923
166175392,Briana Alexander,67,A139,T665
625261844,Vincent Gilbert,74,A693,T388
176536202,Sarah Hanson,59,A514,T046
748652137,Eric Cook,49,A266,T483
403953176,Jeffrey Russo,71,A022,T606
674566073,Justin Johnson,56,A422,T749
160146879,Gregory Garcia,21,A916,T429
302507539,Mark Terrell,51,A897,T020
843088039,Victoria Garcia,73,A962,T845
529684547,John Gonzalez,59,A716,T754
718954911,Sherry Ritter,44,A462,T344
758221109,Pam Garcia,62,A020,T589
107989453,Steven Calderon,65,A960,T359
904661319,Brittany Gordon,53,A731,T139
542709917,Natasha Hernandez,74,A056,T576
640019846,Steven Nelson,25,A386,T510
513240606,Juan Mcconnell,51,A722,T492
693944245,Derrick Chavez,21,A844,T786
871819172,Travis Smith,33,A051,T290
937730581,John Vega,41,A278,T309
842690093,Mary Thompson,76,A547,T906
266691866,Brianna Thompson,63,A361,T451
960253179,David Phillips,38,A001,T701
146324606,Jessica Duncan,21,A428,T121
828616328,Brittany Mooney,45,A182,T209
111350107,Brandy Horn,36,A196,T205
348451663,Luis Day,37,A181,T398
868412213,John Banks MD,79,A716,T225
470551865,Dana Mathews,78,A269,T317
219058828,Christina Medina,48,A006,T922
832738338,Billy Reid,28,A981,T236
939444546,Darrell Flores,18,A689,T212
222911536,Teresa Smith,30,A220,T209
438757747,Sherry Gordon,66,A132,T687
514557777,Alexis Mckenzie,58,A351,T943
479998525,Tony Erickson,61,A260,T513
119623875,Daniel Vasquez,60,A385,T314
490040164,Tara Schmidt,37,A871,T760
780084106,Amy Reid,18,A315,T997
204647131,Emily Morrison,29,A728,T124
815883984,Tina Abbott,57,A789,T375
912123165,Melissa Leon,49,A395,T438
984987361,Ronald Calderon,38,A730,T865
604507072,Ryan Gamble,56,A561,T1000
681576369,Dylan Boyer,60,A921,T289
205643862,Robert Vasquez,57,A244,T484
525859883,Stephanie Maldonado,19,A976,T407
678031839,Melody Hernandez,20,A450,T821
170095271,Michael Williams,31,A045,T476
286015476,Rebecca Johnson,46,A431,T063
440070621,Jeffrey Branch,26,A562,T756
231908359,Justin Holmes,18,A707,T628
365688426,Eric Walker,33,A897,T353
910522804,Sarah Weiss,75,A477,T933
400714121,William Graham,77,A933,T019
382776496,Elizabeth Delgado,44,A208,T967
494111823,Samuel Ford,52,A850,T777
372142372,Lisa Davis,34,A698,T108
616753184,Mrs. Shannon Nolan,20,A914,T911
193533087,Kyle Lamb,46,A574,T178
649484577,Philip Freeman,61,A158,T264
932619159,Theresa Logan,54,A536,T626
255072777,Janice Bailey,77,A490,T292
430944819,Jesse Rodgers,26,A111,T401
298494499,Chelsea Hanson,53,A455,T063
793928045,David Khan,52,A444,T074
875827399,James Walker,43,A515,T330
727190885,Eric Thompson,70,A284,T951
166522967,Matthew Krause,30,A992,T701
580681003,Emily Robinson,70,A511,T661
137208636,Kathleen Adams,41,A702,T463
716116319,Heather Garcia,43,A727,T935
756399211,Kelly White,66,A099,T477
339078277,Andrew Miller,79,A374,T114
197672880,Michael Garcia,57,A238,T516
340422090,Brian Evans,72,A578,T362
655321849,Alec Williams,34,A032,T004
602325141,Melissa Manning,26,A363,T850
459835828,Amy Gutierrez,67,A271,T1000
760428471,Dave Allen,73,A219,T058
606449370,Erin Obrien,37,A648,T739
666990699,Michele Hahn,25,A317,T292
786267372,Kim Tyler,78,A158,T944
113498063,Aaron Phillips,19,A394,T107
395552816,Margaret Tucker,38,A588,T476
715717029,Daniel Weaver,73,A310,T750
387705614,Jason Bell,18,A935,T606
433739274,James Smith,42,A656,T954
173140752,Vanessa Donovan,71,A331,T741
901090007,Richard Summers,42,A563,T502
786084356,Frank Glenn,21,A191,T654
891521372,Richard Kennedy,42,A036,T038
752363009,Crystal Castaneda,43,A233,T355
369976314,Mark Richardson,33,A964,T492
509765367,Elijah Patel,74,A837,T465
600066491,Melissa Hamilton,45,A856,T380
898516994,Robert Watkins,66,A725,T966
920493274,Jamie Wolfe,33,A453,T962
549080005,Evan Jones,18,A138,T848
275794740,Brett Allen,72,A283,T052
762462282,Nathaniel Stewart,25,A237,T523
511525620,Martin Robbins,68,A011,T926
360954711,Kenneth Rivera,53,A218,T327
565957711,Robert Parker,50,A126,T471
984471559,William Reid,20,A742,T380
121915670,Mr. Allen Stephens,42,A071,T848
809011454,Andrea Padilla,47,A824,T242
889168409,Robert Smith,35,A405,T899
802348432,Alexis Martinez,31,A144,T287
545172110,Bryan Sanchez,31,A938,T662
312802612,Carol Aguilar,25,A479,T888
403527494,Nicholas Davis,53,A903,T336
191787047,Billy Mccullough,75,A800,T328
407381080,Heather Harris,27,A960,T625
325103226,Jason Oneal,67,A348,T738
959044323,Cynthia Esparza,68,A940,T698
265064616,Taylor Ross,70,A517,T323
786104640,Mary Smith,55,A745,T325
568768469,Melissa Clark,24,A388,T517
915428172,Krystal Walls,60,A723,T375
786253488,Jonathan Zuniga II,39,A921,T467
654666653,John Frey,59,A828,T319
167114268,Wendy Bonilla,79,A695,T261
753150781,Tammy Warren,77,A886,T202
579564788,Deborah Murray,24,A306,T845
876936728,Destiny Blair,63,A379,T216
515391624,Morgan Robinson,43,A078,T500
503948862,Laura Swanson,30,A101,T102
164891408,Ashley Fields,51,A921,T882
607835703,Pamela Walker,45,A880,T937
330328675,Thomas Massey,36,A647,T651
946122142,Nathaniel Ferrell,36,A139,T534
788791976,Stephanie Contreras,56,A299,T912
802477182,Tyler Hammond,31,A335,T423
459065241,Debra Myers,38,A762,T628
474007861,Laura Porter,34,A198,T663
561769967,Cody Weiss,70,A429,T571
191051030,Karen Foster,60,A060,T480
883449804,Ana Thomas,38,A675,T490
133249415,Terry Gordon,48,A441,T664
446952491,Marie Hall,75,A813,T599
261645259,Michael Brooks MD,78,A962,T971
953343864,Lauren Crawford,29,A729,T766
366001036,Amy Sloan,72,A363,T968
988588192,Leslie Holland,43,A279,T501
477945193,Matthew Sandoval,33,A657,T117
275450938,Jennifer Woods,57,A712,T576
172839513,Ashley Miller,42,A423,T499
120541800,Chelsea Nelson,78,A130,T852
656282870,Brittney Hernandez,18,A467,T646
108278142,Tamara Green,39,A526,T468
927114702,Dana Owen,64,A152,T296
713756559,Matthew Fuentes,20,A254,T321
759586499,Carol Haley,43,A405,T202
425396002,Douglas Chandler,39,A692,T062
858775962,Christina Schwartz,65,A373,T604
985292059,Marcus Salazar,66,A465,T926
598459351,Robert Rivas,60,A727,T587
206545812,Nicholas Fleming,65,A870,T988
538689399,John Smith,48,A486,T869
523344538,Craig Smith,69,A835,T146
493775819,Benjamin Grimes,18,A647,T790
200807466,Ethan Wilson,32,A535,T462
339285619,Alexandra Edwards,41,A775,T304
817434298,Jennifer Riggs,18,A926,T075
509744452,Jessica Mayer DDS,69,A015,T421
544504227,Elizabeth Davis,43,A894,T980
393285304,Austin Carey,30,A470,T946
201684689,Matthew Meyer,79,A445,T994
770998857,Jessica Harris,21,A946,T507
510551360,Michael Haynes,32,A460,T062
179601383,Heather Austin,21,A923,T794
874586220,Eric Hoover,49,A725,T067
952980490,Amanda Vincent,61,A466,T738
936591464,Matthew Ward,77,A142,T323
140242345,Christopher Lane,69,A773,T330
751043047,Patrick Collins,56,A398,T516
412352449,Karen Baker,38,A419,T957
171098429,Kelly Donovan,79,A392,T967
493029556,John Medina,63,A467,T571
509765606,Kevin Salazar,23,A597,T128
501806327,Charles Wyatt,58,A726,T081
573499881,Rachel Dean,24,A532,T885
173657201,Brenda Swanson,23,A057,T338
204615713,Benjamin Jones,43,A313,T462
977230353,Carlos Chavez,48,A469,T659
267942437,Brian Simmons,38,A541,T192
853191513,William Mullen,80,A564,T109
465966319,Melissa Williams,60,A695,T861
357921129,Nicole Williams,29,A678,T350
778612626,Steven Barton,55,A347,T377
737138316,Casey Chapman,34,A478,T125
372510627,Susan Clark,72,A626,T910
671774036,Jordan Patel,21,A520,T400
623963668,Erin Gray,56,A386,T409
469874887,Maria Gomez,26,A104,T291
662851056,Adam Odom,55,A616,T961
664129814,Andrew Compton,24,A863,T835
560159474,Timothy Adams,24,A174,T630
108672002,Kayla Stanley,59,A065,T180
258162066,Abigail Martin,49,A563,T552
837431475,Lindsay Singh,44,A785,T493
842014681,Darren Flores,21,A935,T939
508425005,Patty Ortega,68,A559,T941
154136665,Cynthia Santos,77,A259,T981
395504098,Cynthia Gonzalez,53,A566,T482
205963071,Stanley Harris,65,A597,T601
185134901,Tyler Merritt,19,A822,T894
397053862,Jose Watkins,40,A139,T162
696645704,Andrew Webster,46,A656,T051
292006182,Brett Houston,52,A643,T670
140750590,Robin Bell,58,A778,T321
664065035,Marc Goodman,76,A144,T842
167195688,Lori Palmer,75,A904,T687
544489640,Wendy Garcia,34,A623,T797
415849075,Carl Rogers,34,A495,T295
603737979,Lisa Boyle,72,A154,T733
173114655,Matthew Lynn,77,A011,T645
170347835,Noah Mccormick,75,A903,T801
669508337,Lynn Avery,33,A384,T657
220852655,John Watkins,26,A052,T290
234691943,Carol White,58,A731,T817
632978234,Randy Thomas,76,A664,T102
197642405,Adam Miller,49,A825,T291
143013951,Natalie Woods,45,A974,T103
863190144,Jacob Mckinney,22,A550,T192
931743591,Melissa Hill,19,A681,T027
126413974,Gina Jones,43,A758,T330
524155946,Dale Jacobs,41,A475,T238
744980642,Kenneth Cherry,77,A773,T146
868815628,Linda Snyder,22,A362,T907
866666566,Regina Williams,64,A534,T979
880776840,Taylor Peters,54,A226,T490
272900213,Karen Smith,30,A918,T355
491753711,Michael Lee,75,A413,T450
865892290,John Lynn,51,A691,T707
882922565,Thomas Bell,27,A131,T098
212483930,Thomas Thomas Jr.,64,A307,T528
112126578,Amber Alvarez,29,A921,T619
645505857,Mitchell Torres,66,A633,T852
613878566,Megan Christian MD,55,A746,T353
307793028,Amber Soto,19,A671,T542
